Rank,Name,Country,Sector,Absolute growth rate (%),Compound annual growth rate (%),Revenue 2023 (€),Revenue 2020 (€),Number of employees 2023,Number of employees 2020,Founding year
496,ULAM LABS,Poland,IT & Software,335.6,63.3,"3,285,588","717,555",62,25,2016
497,Kecxwind,Netherlands,Energy & Utilities,335,63.2,"2,783,114","639,804",22,6,2017
498,Ares,France,Energy & Utilities,334.3,63.2,"26,097,060","6,009,294",65,63,2009
499,GT Company,France,Wholesale,334,63.1,"43,756,205","10,081,901",42,14,2013
500,Digital Factory Telecom (DFT),France,IT & Software,333.1,63,"2,645,793","610,879",9,3,2020
501,TheOTCLab,Netherlands,Pharmaceuticals & Cosmetics,332.8,63,"5,415,339","1,251,304",7,2,2016
502,Kanalexperten Reitz,Germany,Construction & Engineering,328.9,62.5,"7,909,806","1,844,021",40,10,2016
503,Mon courtier énergie,France,Energy & Utilities,328.9,62.5,"21,042,000","4,906,609",184,102,2017
504,Italianway,Italy,Hospitality & Travel,327.7,62.3,"11,944,000","2,792,288",119,59,2014
505,NurjanaTech,Italy,Aerospace & Defence,327.7,62.3,"2,923,355","683,507",21,18,2012
506,Jungle,Spain,Advertising & Marketing,327.5,62.3,"27,188,577","6,359,717",245,92,2018
507,Hostinger,Lithuania,IT & Software,326,62.1,"110,164,000","25,860,664",722,656,2012
508,Alleop,Bulgaria,Ecommerce,325.8,62.1,"4,425,482","1,039,300",21,9,2019
509,Becker & Simon,Germany,Construction & Engineering,325.7,62.1,"4,950,852","1,163,046",22,8,2016
510,Orquest,Spain,IT & Software,325.3,62,"4,283,813","1,007,353",66,16,2019
511,Capital on Tap,UK,"Fintech, Financial Services & Insurance",325.2,62,"360,923,331","82,236,931",560,145,2012
512,Publink,Poland,IT & Software,325,62,"2,210,023","494,747",37,15,2012
513,Sertec Engineering,Italy,Construction & Engineering,324.6,61.9,"6,161,900","1,451,155",18,6,1968
514,2Solar,Netherlands,IT & Software,324.3,61.9,"11,540,000","2,720,000",32,20,2013
515,A&M Unternehmerberatung,Germany,Advertising & Marketing,324.1,61.9,"6,858,000","1,617,000",45,20,2018
516,Monsieur Guiz,France,IT & Software,323.7,61.8,"7,185,008","1,695,707",50,15,2013
517,Lammertz-Elektrotechnik,Germany,Electrical Manufacturing,321.6,61.5,"10,141,568","2,405,500",58,25,2018
518,Allea,France,Management consulting,321.1,61.5,"2,234,818","530,685",20,6,2016
519,Nplus,Italy,Construction & Engineering,319.9,61.3,"10,868,813","2,588,437",34,16,2013
520,Hitisy,Germany,Wholesale,319.9,61.3,"87,782,296","20,907,516",9,5,2017
521,The Good Roll,Netherlands,Health Care & Life Sciences,319.3,61.3,"5,111,000","1,219,000",20,10,2017
522,Project Group,Italy,Mechanical & Plant Engineering,319,61.2,"18,892,805","4,508,990",43,36,1974
523,IT Centric,Italy,IT & Software,318.8,61.2,"15,099,345","3,605,595",41,18,2014
524,iBanFirst,Belgium,"Fintech, Financial Services & Insurance",317.2,61,"50,329,907","12,062,697",279,204,2013
525,EPIL POINT Italia,Italy,Retail,315.9,60.8,"6,251,630","1,503,258",114,27,2016
526,Oroil Carburanti,Italy,Retail,314.2,60.6,"8,187,763","1,976,752",9,3,2013
527,BrightAnalytics,Belgium,IT & Software,313.5,60.5,"10,014,048","2,421,992",72,21,2014
528,MobieTrain,Belgium,IT & Software,312.8,60.4,"2,935,012","710,920",43,13,2015
529,Green Solar,Italy,Energy & Utilities,312.5,60.4,"8,607,795","2,086,507",25,16,2013
530,Machina Capital,France,"Fintech, Financial Services & Insurance",312.1,60.3,"6,416,808","1,556,997",9,7,2016
531,eniosol,Germany,Energy & Utilities,311.8,60.3,"9,954,000","2,417,000",11,2,2015
532,Teamtailor,Sweden,IT & Software,311.5,60.2,"33,130,744","8,922,745",276,138,2013
533,Volmet,Czech Republic,Automotive,311.1,60.2,"24,981,562","5,717,991",13,9,2009
534,Hornetsecurity,Germany,IT & Software,311,60.2,"61,345,003","14,924,479",418,189,2007
535,Ouihelp,France,Health Care & Life Sciences,311,60.2,"15,151,205","3,686,617",391,109,2016
536,Tecnicar,Italy,Automotive,308.9,59.9,"3,391,000","829,209",11,10,2015
537,New Digital Street,Poland,IT & Software,308.1,59.8,"1,679,186","391,428",30,9,2019
538,Toosla,France,Automotive,307.5,59.7,"11,624,440","2,852,519",28,6,2016
539,Sprints & Sneakers,Netherlands,Advertising & Marketing,307.3,59.7,"3,288,215","807,237",37,10,2017
540,Fruugo,UK,IT & Software,307.1,59.7,"91,583,358","21,793,185",186,60,2012
541,DINO,Germany,Mechanical & Plant Engineering,306,59.5,"2,105,073","518,452",13,12,2019
542,Entweder,Netherlands,Real Estate,305.9,59.5,"15,353,950","3,782,885",47,42,2018
543,Andersen,Poland,IT & Software,305.8,59.5,"48,343,000","11,912,000",10,7,2014
544,Froda,Sweden,"Fintech, Financial Services & Insurance",304.1,59.3,"36,700,520","10,062,960",77,28,2014
545,Bunker Partner,Estonia,Energy & Utilities,303.4,59.2,"410,367,292","101,726,265",19,6,2015
546,Theon International,Cyprus,Aerospace & Defence,303.4,59.2,"218,722,904","54,219,581",272,135,1997
547,Vizion Network,UK,IT & Software,303.2,59.2,"490,322,380","117,817,103",298,211,2008
548,Le chocolat des Français,France,Food & Beverages,303.1,59.1,"7,356,000","1,825,000",28,20,2014
549,Ozturk Quebap,Spain,Food & Beverages,302.8,59.1,"49,275,115","12,232,654",179,129,2015
550,Neodigital Versicherung,Germany,"Fintech, Financial Services & Insurance",301.7,59,"22,630,109","5,632,957",92,33,2017
551,Blue Ocean Finance,Italy,Management consulting,300.4,58.8,"2,827,000","706,000",10,10,2018
552,SFRE,Italy,"Professional, Scientific & Technical Services",300.4,58.8,"12,029,863","3,004,536",20,5,2016
553,B2Digit,France,IT & Software,297.8,58.4,"7,869,113","1,978,128",70,19,2016
554,LEDdiretto.it,Italy,Ecommerce,297.3,58.4,"8,855,476","2,228,909",11,3,2015
555,Pirene,Italy,Advertising & Marketing,295.8,58.2,"6,000,092","1,515,970",120,40,1999
556,Opteamis,France,IT & Software,293.8,57.9,"54,567,290","13,856,500",65,25,2005
557,JL&P,France,Energy & Utilities,292.5,57.7,"7,905,944","2,014,144",21,10,2017
558,T.O.M.,Germany,Construction & Engineering,291.8,57.6,"11,382,709","2,905,379",63,13,2018
559,edubily,Germany,Ecommerce,291.7,57.6,"7,379,006","1,884,000",15,4,2015
560,Régie Portage,France,Employment Services,291.6,57.6,"29,914,485","7,638,731",292,177,2016
561,Gentle North,Germany,Ecommerce,291.1,57.6,"9,189,141","2,349,760",15,4,2017
562,Odoo,Belgium,IT & Software,290.4,57.5,"324,214,000","83,044,000","3,388","1,160",2002
563,Alba,Italy,Energy & Utilities,290,57.4,"12,866,265","3,299,334",44,30,2010
564,BetterGov,UK,Management consulting,289.6,57.3,"12,560,107","3,123,252",8,9,2016
565,Unguess,Italy,IT & Software,289.6,57.3,"5,670,000","1,455,435",80,23,2015
566,LiveKid,Poland,IT & Software,289.5,57.3,"2,591,826","633,058",79,26,2017
567,Sayano,Germany,Ecommerce,289.4,57.3,"6,350,467","1,630,810",7,3,2017
568,MUBI,UK,Media & Telecommunications,288.9,57.3,"79,087,512","18,356,605",282,90,2007
569,Kori Construction,UK,Construction & Engineering,288.5,57.2,"62,393,747","15,557,056",45,19,2009
570,INFISUD SRL,Italy,Construction & Engineering,287.9,57.1,"41,202,270","10,622,318",42,20,1983
571,euShipments.com,Bulgaria,Logistics & Transportation,287,57,"14,049,790","3,630,684",72,37,2012
572,NuBeTech,Italy,IT & Software,286.9,57,"7,040,179","1,819,667",68,25,2018
573,Chasing the sun,Italy,Energy & Utilities,286.8,57,"8,587,154","2,220,145",90,30,2014
574,OENERGY,Italy,Energy & Utilities,286.3,56.9,"67,827,272","17,558,620",14,12,2010
575,ITM Power,UK,Manufacturing,286.2,56.9,"19,041,703","4,776,686",330,210,2000
576,femtasy,Germany,Advertising & Marketing,285.6,56.8,"4,656,841","1,207,832",35,10,2018
577,Stampasi,Italy,Ecommerce,285.3,56.8,"9,802,427","2,543,831",14,10,2017
578,Solaris and more,Germany,Energy & Utilities,285.2,56.8,"19,510,189","5,065,100",110,17,2011
579,Frameo,Denmark,IT & Software,284.9,56.7,"8,684,119","2,259,939",25,10,2015
580,Proxym France,France,IT & Software,284.7,56.7,"4,689,766","1,219,169",40,10,2014
581,Omnium,Norway,IT & Software,284.3,56.6,"1,826,775","513,292",12,4,2017
582,Findynamic,Italy,"Fintech, Financial Services & Insurance",283,56.5,"3,520,266","919,020",30,21,2016
583,Vasco Electronics,Poland,IT & Software,283,56.5,"23,998,005","5,961,519",196,87,2008
584,Energy Bridge,Netherlands,Energy & Utilities,281.6,56.3,"3,274,000","858,000",11,4,2019
585,Soorce,Germany,Employment Services,280.3,56.1,"59,478,568","15,639,618",320,50,2005
586,GBS,Italy,Health Care & Life Sciences,280,56.1,"9,079,265","2,389,241",46,24,2018
587,PensionBee,UK,"Fintech, Financial Services & Insurance",280,56,"27,470,848","7,003,572",198,149,2014
588,AW Personal,Germany,Employment Services,280,56,"8,477,000","2,231,000",190,81,2016
589,Amexio Group,France,IT & Software,279.7,56,"97,086,703","25,570,374",649,282,2006
590,Gerritsen Group,Netherlands,Logistics & Transportation,279.6,56,"30,273,976","7,974,916",215,70,2000
591,Kamase,France,Electrical Manufacturing,279.4,56,"6,865,798","1,809,420",27,15,2010
592,Navello,Italy,Construction & Engineering,279.2,55.9,"8,793,863","2,319,104",37,31,1824
593,Loop Horizon,UK,Advertising & Marketing,278.4,55.8,"3,652,686","935,225",30,7,2019
594,Online-Phones 24,Germany,Ecommerce,278.2,55.8,"30,952,000","8,182,993",18,12,2018
595,Indexa Capital Group,Spain,"Fintech, Financial Services & Insurance",277.8,55.8,"4,843,659","1,281,982",38,19,2014
596,Italiana Trading Aerospace & Defense,Italy,Wholesale,277.7,55.7,"3,939,341","1,042,878",7,2,2008
597,Digital Impact,Netherlands,IT & Software,276.4,55.6,"3,502,234","930,336",16,11,2011
598,I.T.E.,Italy,Energy & Utilities,276.2,55.5,"21,778,824","5,788,495",46,35,2012
599,Generation Digital,UK,IT & Software,276.1,55.5,"2,811,987","724,291",6,3,2017
600,P.B.L.,Italy,Manufacturing,276,55.5,"20,080,615","5,340,707",75,15,2018
601,Arnoux Autoprestige,France,Logistics & Transportation,275.8,55.5,"5,418,323","1,441,856",59,27,2001
602,Chefstore.nl,Netherlands,Ecommerce,275.1,55.4,"5,363,816","1,430,089",5,1,2017
603,3bee,Italy,IT & Software,275,55.4,"3,343,717","891,583",35,12,2016
604,Digex,Netherlands,IT & Software,275,55.4,"1,627,167","433,910",16,5,2018
605,Patatas Gomez,Spain,Food & Beverages,274.9,55.3,"64,281,674","17,148,556",120,50,1963
606,Bobs Gastronomie,Germany,Hospitality & Travel,272.9,55.1,"17,131,614","4,594,193",451,210,2007
607,Comfort Click,UK,Ecommerce,272.3,55,"59,667,921","15,526,354",8,1,2005
608,Fruggr,France,IT & Software,272.2,55,"2,524,472","678,211",52,8,2020
609,Autoeasy,France,Automotive,271.3,54.8,"5,727,902","1,542,824",6,4,2011
610,COSMET GROUP,Italy,Construction & Engineering,271.2,54.8,"25,004,735","6,736,688",95,55,1992
611,Zugvogel Speditions,Austria,Logistics & Transportation,271,54.8,"90,619,000","24,426,837",83,22,2015
612,CVEP,Germany,Automotive,270.7,54.8,"3,742,195","1,009,585",15,5,2016
613,Falk Berberich Consulting,Germany,Management consulting,269.8,54.6,"2,059,661","556,999",12,4,2017
614,Optimisation Habitat Energie,France,Construction & Engineering,269.5,54.6,"3,373,515","913,032",16,9,2013
615,Valor Real Estate Partners,UK,Real Estate,269.1,54.5,"17,278,894","4,534,586",49,23,2016
616,Inbagno,Italy,Ecommerce,268,54.4,"6,192,331","1,682,879",15,6,2017
617,Mevisio,Sweden,IT & Software,267.1,54.3,"2,229,189","672,960",13,6,2017
618,Zimmerei Nordmann,Germany,Construction & Engineering,266.6,54.2,"7,605,094","2,074,577",17,10,2010
619,MCR Conference,Italy,Education & Social Services,266.4,54.2,"2,340,287","638,678",14,11,2012
620,Déco,Italy,Construction & Engineering,265.9,54.1,"32,085,193","8,767,830",30,13,2010
621,Imaginary Cloud,Portugal,IT & Software,264.4,53.9,"4,173,323","1,145,120",68,32,2010
622,Scuccato S.A.,Italy,Construction & Engineering,263.2,53.7,"7,892,195","2,172,709",31,19,2012
623,Heca,Italy,"Fintech, Financial Services & Insurance",263.2,53.7,"3,002,914","826,865",17,12,2009
624,Prosapient,UK,"Professional, Scientific & Technical Services",263.2,53.7,"32,629,625","8,704,184",244,68,2017
625,Fair Collection,Norway,"Fintech, Financial Services & Insurance",262.5,53.6,"4,740,892","1,412,314",35,6,2018
626,L'ABCD,Italy,IT & Software,262,53.6,"3,463,791","956,752",7,5,2014
627,Qurated Network,UK,"Professional, Scientific & Technical Services",260.7,53.4,"7,092,323","1,904,980",21,9,2016
628,EasyPark Group,Sweden,IT & Software,260.5,53.3,"297,660,000","82,569,000",898,455,2002
629,Tern Bicycles,Italy,Wholesale,259.7,53.2,"13,151,349","3,656,198",2,1,2007
630,Greyfood,Germany,Wholesale,259.5,53.2,"31,347,786","8,720,997",13,6,2016
631,Parser,UK,IT & Software,259.3,53.2,"22,981,512","6,196,820",182,144,2017
632,Imaco,Italy,Construction & Engineering,258.8,53.1,"54,541,099","15,202,809",173,74,2006
633,Netx64,Italy,IT & Software,258.6,53.1,"2,661,375","742,106",13,8,2006
634,IBO International Brands Online,Germany,Ecommerce,258,53,"5,417,688","1,513,302",18,7,2015
635,Revolve Healthcare,Poland,IT & Software,257.3,52.9,"1,895,564","504,698",38,13,2017
636,ESYEN,Italy,IT & Software,256.9,52.8,"2,296,000","643,371",38,25,2012
637,Wellynx,Italy,Energy & Utilities,256.5,52.8,"4,227,637","1,185,871",17,10,2011
638,Schleeh & Wohlfahrt,Germany,Construction & Engineering,255.7,52.7,"2,624,731","737,878",18,2,2018
639,Testbusters,Italy,Education & Social Services,255.6,52.6,"8,696,024","2,445,471",31,9,2014
640,Silverline Italia,Italy,Wholesale,255.2,52.6,"6,413,015","1,805,617",6,0,2017
641,Camping-Car Park,France,Hospitality & Travel,254.4,52.5,"20,188,364","5,696,744",108,51,2011
642,Robaws,Belgium,IT & Software,253.8,52.4,"3,280,000","927,000",25,13,2008
643,Pricing Monkey,UK,"Fintech, Financial Services & Insurance",253.7,52.4,"1,892,990","518,421",9,6,2016
644,SPI Finestre,Italy,Construction & Engineering,253.6,52.3,"43,232,514","12,227,451",200,120,1985
645,Tecalis,Spain,IT & Software,253.5,52.3,"14,369,579","4,064,530",36,20,2008
646,One Italy,Italy,Real Estate,253.2,52.3,"8,830,000","2,500,000",6,1,2020
647,Medinbox,France,IT & Software,253.1,52.3,"5,307,874","1,503,406",32,3,2010
648,Costa Edutainment,Italy,Leisure & Entertainment,253,52.3,"75,337,775","21,344,742",212,185,1992
649,Herold Ingenieurgesellschaft,Germany,Construction & Engineering,252.9,52.2,"17,243,102","4,885,962",119,73,2008
650,Cansativa Group,Germany,Chemicals,252.6,52.2,"16,470,964","4,671,822",40,13,2017
651,Westrafo,Italy,Energy & Utilities,252.5,52.2,"77,713,993","22,044,106",131,70,2014
652,Funnel,Sweden,Advertising & Marketing,252.5,52.2,"37,889,535","11,910,667",321,156,2016
653,Jenolite,UK,Retail,251.9,52.1,"7,126,462","1,962,007",9,3,2013
654,Masthaven,UK,"Fintech, Financial Services & Insurance",251.2,52,"15,146,231","4,177,369",27,8,1999
655,ITFS,Poland,IT & Software,249.7,51.8,"38,395,102","10,446,846",600,230,2012
656,AIHR,Netherlands,Education & Social Services,249.4,51.7,"12,523,161","3,584,468",77,28,2016
657,Knights Pharmacy,UK,Health Care & Life Sciences,249.1,51.7,"85,966,211","23,855,497",530,210,1984
658,Lumosa,Germany,Electrical Manufacturing,249,51.7,"15,280,446","4,377,955",33,15,2017
659,Innovando,Italy,Waste Management & recycling,248.8,51.7,"21,400,228","6,135,678",22,9,2014
660,MTM Ruhrzinn,Germany,Waste Management & recycling,248.7,51.6,"12,422,914","3,562,540",16,14,2014
661,MissPompadour,Germany,Ecommerce,248.2,51.6,"12,498,000","3,589,000",83,11,2019
662,WebMakers Software House,Poland,IT & Software,247.8,51.5,"1,874,721","512,846",35,21,2010
663,Sames Solar,Germany,Construction & Engineering,247.6,51.5,"5,786,184","1,664,669",14,3,2009
664,Skylabs,Italy,IT & Software,247.6,51.5,"7,659,105","2,203,721",104,48,2015
665,BeMSP,France,IT & Software,245.6,51.2,"7,565,377","2,188,815",20,10,2014
666,Linnify,Romania,IT & Software,245.2,51.1,"2,021,131","585,577",37,17,2016
667,Business Changers,Italy,IT & Software,244.9,51.1,"10,285,425","2,981,722",106,60,2012
668,CottonBee,Poland,Ecommerce,244.8,51.1,"3,044,195","840,092",25,14,2011
669,Beratung Wink,Germany,Energy & Utilities,244.5,51,"5,631,132","1,634,461",21,20,1998
670,Techspert,UK,"Professional, Scientific & Technical Services",244.1,51,"4,711,778","1,326,371",67,44,2015
671,Anthesis Group,UK,"Professional, Scientific & Technical Services",243,50.8,"121,683,966","34,363,090","1,237",422,2013
672,MSS ELECTRONICS,Greece,IT & Software,240.9,50.5,"5,183,515","1,520,586",19,15,2008
673,Hero Interim Professionals,Netherlands,"Professional, Scientific & Technical Services",240.7,50.5,"120,055,420","35,240,801",74,30,2007
674,Temp.Akademie,Germany,Health Care & Life Sciences,240.5,50.4,"1,960,564","575,863",23,8,2015
675,Thingsdata,Netherlands,IT & Software,240.4,50.4,"2,194,903","644,793",10,3,2016
676,Stufe A Pellet Italia,Italy,Manufacturing,239,50.2,"12,198,182","3,598,049",40,25,2013
677,Molenaar&Plasman Solutions,Netherlands,Management consulting,238.9,50.2,"1,913,885","564,766",14,6,2009
678,Gest Project General Contractor,Italy,Construction & Engineering,238.8,50.2,"10,938,098","3,228,581",12,11,2002
679,Mortier & Co,France,Management consulting,237.3,50,"3,430,000","1,017,000",20,8,2016
680,L'evoluzione del pulito,Italy,Health Care & Life Sciences,237.2,50,"14,768,224","4,379,938",578,219,2016
681,Clos & Monopole,France,Wholesale,237.1,49.9,"3,407,727","1,010,915",12,3,2017
682,Powering,Italy,Mechanical & Plant Engineering,236.9,49.9,"73,891,996","21,933,936",40,42,2011
683,Sun-Times,Italy,Advertising & Marketing,236.7,49.9,"8,959,911","2,660,737",59,15,2006
684,Superprof,France,Education & Social Services,234.6,49.6,"37,290,252","11,146,268",160,40,2013
685,Liota Bau,Germany,Construction & Engineering,234.3,49.5,"6,457,154","1,931,342",28,19,2019
686,Montis-Q,Netherlands,"Fintech, Financial Services & Insurance",233.8,49.5,"3,536,054","1,059,263",14,5,2018
687,Tecnoplast,Italy,Construction & Engineering,233.5,49.4,"87,514,830","26,237,403",207,155,2003
688,Justnails,Germany,Wholesale,233.4,49.4,"1,840,336","551,947",13,4,2017
689,Landwärme,Germany,Energy & Utilities,232.9,49.3,"806,587,650","242,321,698",113,49,2007
690,Autenti,Poland,IT & Software,232,49.2,"4,865,771","1,394,346",65,30,2012
691,Tosla Nutricosmetics,Slovenia,Manufacturing,231.4,49.1,"19,578,220","5,908,600",28,9,2014
692,Matchingham Games,UK,IT & Software,230.8,49,"41,432,828","12,131,973",64,5,2020
693,Place des Energies,France,Energy & Utilities,230.6,49,"7,216,356","2,182,972",30,15,2013
694,Epassi,Finland,"Fintech, Financial Services & Insurance",230.5,49,"678,601,894","205,312,456",232,77,2007
695,Calicantus,Italy,Ecommerce,230,48.9,"22,980,000","6,964,561",31,24,2007
696,Arcipelago,Italy,Energy & Utilities,229.9,48.9,"118,139,229","35,807,373",112,58,1999
697,my Boo,Germany,Ecommerce,229.6,48.8,"15,512,612","4,706,126",117,59,2013
698,F4 Ingegneria Future 4 Engineering,Italy,Construction & Engineering,229.1,48.8,"4,384,586","1,332,129",12,6,2012
699,Active Technologies,Italy,Manufacturing,229.1,48.7,"3,784,624","1,150,109",13,11,2003
700,Wolf & Badger,UK,Ecommerce,228.6,48.7,"39,358,013","11,604,665",100,55,2010
701,Arlettie,France,Apparel & Fashion,228.5,48.7,"89,058,000","27,109,000",66,43,2004
702,Esco Gas,Italy,Energy & Utilities,228.5,48.7,"1,568,873","477,622",8,7,2012
703,Mirror,Italy,Advertising & Marketing,227.7,48.5,"4,838,511","1,476,507",35,8,2011
704,Living Quarter,Germany,Health Care & Life Sciences,227,48.4,"16,437,134","5,026,515",154,42,2015
705,RedAbissi,Italy,IT & Software,226.2,48.3,"1,683,000","516,000",11,3,2018
706,European Tech Recruit,UK,Employment Services,226,48.3,"28,976,979","8,609,681",50,39,2009
707,Adrex,Germany,Energy & Utilities,225.4,48.2,"21,660,800","6,657,600",41,19,2011
708,Zenz Technologies,Netherlands,IT & Software,225.1,48.1,"4,022,484","1,237,236",19,10,2013
709,Journi App,Austria,IT & Software,224.2,48,"22,215,918","6,851,838",52,24,2014
710,Inova Semiconductors,Germany,Electrical Manufacturing,224.1,48,"56,937,200","17,569,200",44,36,1999
711,Storeis,Italy,Advertising & Marketing,224.1,48,"5,508,457","1,699,831",66,21,2018
712,Aeroporto Guglielmo Marconi di Bologna,Italy,Logistics & Transportation,223.8,47.9,"107,413,712","33,172,148",542,443,1981
713,Akajoule,France,Energy & Utilities,223.4,47.9,"2,949,420","912,041",46,19,2010
714,SOMI,Germany,Employment Services,223.4,47.9,"26,237,843","8,113,807",193,65,2010
715,Intendo,Italy,IT & Software,223.2,47.8,"1,532,385","474,184",9,4,2017
716,RoomRaccoon,Netherlands,IT & Software,223.1,47.8,"5,317,785","1,645,850",96,40,2017
717,89up,UK,Advertising & Marketing,221.7,47.6,"6,024,230","1,814,236",45,26,2009
718,JK-Concepts,Germany,Automotive,221.2,47.5,"18,680,878","5,816,353",1,1,2011
719,Masque Milano,Italy,Wholesale,221,47.5,"1,573,266","490,155",3,1,2010
720,Łukasz Borzęcki,Poland,IT & Software,220.9,47.5,"11,756,969","3,486,194",44,18,2004
721,I'Mprinting,Italy,IT & Software,220.8,47.5,"28,493,033","8,881,962",20,10,2017
722,Ciocomiti,Italy,Food & Beverages,220.8,47.5,"2,527,840","788,000",23,8,2016
723,T'a Milano,Italy,Food & Beverages,220.4,47.4,"12,560,781","3,920,729",96,44,2008
724,Solarservice Norddeutschland,Germany,Energy & Utilities,219.1,47.2,"12,984,000","4,069,000",64,27,2015
725,Prolific,UK,IT & Software,218.8,47.2,"16,251,832","4,939,037",143,41,2014
726,Pro Contact,Netherlands,Employment Services,218.6,47.1,"6,125,229","1,922,536",52,34,2012
727,Hackmann Hotels,Germany,Hospitality & Travel,218.4,47.1,"11,416,000","3,585,000",155,90,1986
728,Hostersi,Poland,IT & Software,218.4,47.1,"10,858,477","3,244,424",42,36,2007
729,PAIR Finance,Germany,"Fintech, Financial Services & Insurance",218.3,47.1,"29,365,000","9,226,000",250,92,2016
730,DS GLASS,Italy,Wholesale,217.9,47,"27,907,440","8,777,797",12,10,2013
731,WordUnited,UK,Ecommerce,217.7,47,"10,821,548","3,299,809",25,14,2013
732,ClubFunding Group,France,"Fintech, Financial Services & Insurance",216.3,46.8,"41,350,000","13,072,000",191,72,2005
733,Seenovate,France,IT & Software,215.3,46.6,"26,405,034","8,374,023",159,69,2009
734,Pilastro,Italy,Logistics & Transportation,215.1,46.6,"9,550,219","3,030,760",6,6,2009
735,ins-pi,Germany,IT & Software,214.9,46.6,"5,616,542","1,783,370",35,10,2015
736,power2Cloud,Italy,IT & Software,214.9,46.6,"2,199,832","698,634",10,7,2016
737,Exceed,UK,Energy & Utilities,214.5,46.5,"32,795,005","10,101,993",76,42,2005
738,Monogrid,Italy,IT & Software,214.4,46.5,"4,302,748","1,368,668",53,12,2016
739,Linking Talents,France,Employment Services,214.3,46.5,"37,420,000","11,907,000",261,75,2018
740,MijnWerkgever.nl,Netherlands,"Fintech, Financial Services & Insurance",214,46.4,"6,887,104","2,193,483",8,1,2018
741,Liqid Investment,Germany,"Fintech, Financial Services & Insurance",213.8,46.4,"10,904,257","3,474,991",109,76,2015
742,Sinay,France,IT & Software,213.7,46.4,"6,224,644","1,984,574",88.1,49.9,2008
743,LA-Grossküchenservice,Germany,Wholesale,213.4,46.3,"2,974,012","948,867",9,3,2013
744,Rets,Poland,Real Estate,213.4,46.3,"17,150,191","5,206,024",263,98,2014
745,AP Italian Luxury,Italy,Apparel & Fashion,212.9,46.3,"13,457,533","4,301,033",16,6,2016
746,Emma,Italy,Food & Beverages,212.7,46.2,"4,200,167","1,343,399",34,30,2013
747,Errevi Automation,Italy,Logistics & Transportation,212.5,46.2,"24,094,155","7,709,167",124,77,1992
748,Caria Holidays,UK,Hospitality & Travel,212.5,46.2,"10,277,486","3,186,471",20,12,2015
749,Web al Chilo,Italy,Ecommerce,212.4,46.2,"8,068,199","2,582,348",17,10,2013
